,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,koi_disposition_prediction
4315,0,0,0,0,32.5474295,0.0005212999999999999,-0.0005212999999999999,133.6742,0.0126,-0.0126,0.7090000000000001,0.047,-0.49700000000000005,6.945,0.39899999999999997,-0.39899999999999997,157.1,16.1,-16.1,1.42,0.44,-0.23,618,34.42,31.93,-13.54,11.3,1,6068,190,-211,4.3839999999999995,0.10800000000000001,-0.201,1.061,0.324,-0.174,296.87976000000003,40.45536,14.564,Positive
4316,0,0,0,0,33.496911499999996,0.0004098,-0.0004098,163.7638,0.0105,-0.0105,0.961,0.002,-0.69,4.833,0.22699999999999998,-0.22699999999999998,163.5,14.6,-14.6,2.97,1.64,-1.47,630,37.3,63.77,-28.82,13.2,1,4928,148,-133,3.966,0.598,-0.322,1.6880000000000002,0.9309999999999999,-0.838,287.66339,43.471451,13.354000000000001,Positive
4317,0,0,0,0,411.8969,0.01427,-0.01427,379.0087,0.0151,-0.0151,0.4026,0.0322,-0.4026,6.202999999999999,0.6729999999999999,-0.6729999999999999,502.8,64.4,-64.4,2.61,1.3,-0.3,279,1.43,2.1,-0.48,8.5,1,6362,154,-247,4.408,0.057999999999999996,-0.3,1.1440000000000001,0.569,-0.135,295.18872000000005,39.01865,14.452,Negative
4319,0,0,0,0,127.67171100000002,0.0021899999999999997,-0.0021899999999999997,227.0906,0.0123,-0.0123,0.2999,0.1593,-0.2999,2.637,0.509,-0.509,450.1,67.9,-67.9,5.52,4.12,-1.26,519,17.13,40.12,-7.83,8.0,1,4985,118,-111,3.534,0.198,-0.409,2.633,1.9609999999999999,-0.603,296.35797,39.078579,13.832,Negative
4322,0,0,0,0,1.680254289,1.38e-06,-1.38e-06,131.898828,0.000334,-0.000334,0.7314,0.0028,-0.0011,12.585,0.228,-0.228,51633.0,1037.0,-1037.0,30.88,12.91,-10.04,1996,3753.6,4693.11,-2201.77,178.7,1,6423,183,-154,4.121,0.358,-0.26899999999999996,1.246,0.521,-0.405,298.7175,40.541969,12.075,Negative
4323,0,0,0,0,151.13008,0.010709999999999999,-0.010709999999999999,278.46299999999997,0.0502,-0.0502,0.0529,0.4146,-0.0528,3.49,1.0,-1.0,358.0,108.0,-108.0,4.41,1.27,-1.78,578,26.4,22.21,-18.17,4.6,1,6768,178,-225,3.844,0.35100000000000003,-0.14300000000000002,2.302,0.664,-0.927,299.38071,40.535671,11.867,Negative
4325,0,0,0,0,263.90141,0.003522,-0.003522,203.1723,0.0124,-0.0124,0.9585,0.0049,-0.6832,4.303,0.33799999999999997,-0.33799999999999997,807.1,83.2,-83.2,23.91,2.04,-6.05,562,23.6,5.97,-12.11,11.0,1,5094,80,-170,3.1260000000000003,0.028999999999999998,-0.031,6.247000000000001,0.531,-1.5819999999999999,284.98364,41.881351,13.485,Negative
4327,0,0,0,0,18.7821603,0.0004061,-0.0004061,147.8508,0.0148,-0.0148,0.1986,0.2549,-0.1986,5.5729999999999995,0.537,-0.537,77.2,9.4,-9.4,0.83,0.34,-0.08,681,50.97,61.57,-13.54,9.8,1,5919,156,-167,4.488,0.048,-0.29,0.94,0.386,-0.087,291.76412999999997,41.86013,14.043,Negative
4328,0,0,0,0,389.316341,0.002493,-0.002493,351.36048999999997,0.0054,-0.0054,1.202,7.061,-0.47,5.49,0.20600000000000002,-0.20600000000000002,2599.8,90.1,-90.1,27.61,7.7,-3.29,245,0.86,0.7,-0.27,34.7,1,5731,153,-170,4.44,0.098,-0.182,0.958,0.267,-0.114,291.89035,41.816818,14.57,Negative
4331,0,0,0,0,42.8774169,0.0002596,-0.0002596,156.06967,0.00511,-0.00511,0.02,0.423,-0.02,1.9909999999999999,0.12,-0.12,1068.8,83.7,-83.7,2.67,0.41,-0.34,451,9.8,5.2,-3.31,14.8,1,5256,184,-184,4.4830000000000005,0.10400000000000001,-0.127,0.8320000000000001,0.129,-0.105,291.19882,44.166241,15.654000000000002,Positive
4332,0,0,0,0,190.80078799999998,0.002576,-0.002576,236.0389,0.0103,-0.0103,0.066,0.389,-0.066,8.082,0.35200000000000004,-0.35200000000000004,287.6,25.6,-25.6,1.67,0.27,-0.07,321,2.51,1.05,-0.32,13.0,1,5993,72,-84,4.489,0.021,-0.11900000000000001,0.986,0.16,-0.038,293.62357000000003,42.129639000000005,14.322000000000001,Positive
4341,0,0,0,0,209.967521,0.003005,-0.003005,241.95921,0.008759999999999999,-0.008759999999999999,0.2723,0.201,-0.2722,2.585,0.342,-0.342,120.0,20.2,-20.2,1.16,0.55,-0.11,344,3.29,4.61,-0.89,7.1,1,6437,148,-198,4.439,0.049,-0.312,1.042,0.5,-0.096,287.87424,40.630409,12.489,Negative
4344,0,0,0,0,21.3684341,0.0001335,-0.0001335,143.72266000000002,0.00532,-0.00532,0.063,0.414,-0.063,1.18,0.172,-0.172,492.8,78.3,-78.3,1.72,0.19,-0.21,551,21.86,8.49,-6.95,9.7,1,5204,153,-153,4.515,0.102,-0.077,0.7859999999999999,0.08800000000000001,-0.09699999999999999,290.20547,40.66993,15.47,Positive
4347,0,0,0,0,29.5632952,0.000217,-0.000217,158.22503999999998,0.00569,-0.00569,0.154,0.306,-0.154,1.5619999999999998,0.179,-0.179,532.8,63.7,-63.7,1.9,0.51,-0.16,527,18.23,14.73,-4.51,10.4,1,5595,169,-152,4.562,0.042,-0.168,0.828,0.221,-0.069,288.12735,41.952801,15.684000000000001,Positive
4349,0,0,0,0,435.50635,0.03899,-0.03899,267.6857,0.0727,-0.0727,0.1452,0.2898,-0.1451,34.16,2.1,-2.1,553.8,65.9,-65.9,2.06,0.72,-0.15,225,0.61,0.63,-0.15,8.2,1,5750,161,-164,4.538,0.027000000000000003,-0.258,0.882,0.308,-0.066,290.20068,41.946289,15.667,Negative
4353,0,0,0,0,38.168652,0.001068,-0.001068,144.4713,0.0257,-0.0257,0.0283,0.444,-0.0282,5.086,0.9540000000000001,-0.9540000000000001,90.6,12.6,-12.6,1.4,0.67,-0.39,696,55.36,80.02,-29.95,8.3,1,6164,165,-191,4.117,0.259,-0.239,1.465,0.708,-0.408,290.75626,37.089809,13.195,Negative
4355,0,0,0,0,69.08935699999999,0.0023710000000000003,-0.0023710000000000003,135.4461,0.027999999999999997,-0.027999999999999997,0.051,0.41600000000000004,-0.051,6.207000000000001,0.93,-0.93,475.1,73.5,-73.5,1.47,0.13,-0.14,332,2.87,0.92,-0.8,8.6,1,4848,131,-146,4.581,0.063,-0.036000000000000004,0.698,0.062,-0.068,290.87305,37.362179,15.572000000000001,Negative
4357,0,0,0,0,40.9882124,0.0006804,-0.0006804,152.2483,0.0113,-0.0113,0.2697,0.1948,-0.2694,3.5989999999999998,0.382,-0.382,145.8,20.8,-20.8,1.44,0.57,-0.19,657,43.98,49.81,-15.16,11.3,1,6705,159,-217,4.328,0.099,-0.255,1.1740000000000002,0.462,-0.159,293.24701,39.236691,13.005999999999998,Negative
4358,0,0,0,0,326.70552000000004,0.013059999999999999,-0.013059999999999999,439.648,0.0115,-0.0115,0.0826,0.3801,-0.0826,3.36,1.3,-1.3,794.0,129.0,-129.0,2.83,1.06,-0.56,287,1.61,1.83,-0.68,9.1,1,6036,187,-169,4.337,0.191,-0.251,0.998,0.377,-0.195,296.32437000000004,39.292881,14.703,Negative
4359,0,0,0,0,138.33374799999999,0.0016899999999999999,-0.0016899999999999999,209.39452,0.00792,-0.00792,0.4579,0.0084,-0.4579,2.391,0.271,-0.271,603.6,84.6,-84.6,6.28,4.32,-1.18,488,13.45,28.94,-5.29,8.4,1,4948,126,-101,3.588,0.168,-0.371,2.5469999999999997,1.7530000000000001,-0.48,284.63876,39.355179,13.419,Negative
4365,0,0,0,0,22.4932751,0.0003297,-0.0003297,132.2511,0.0132,-0.0132,0.1313,0.3118,-0.131,3.1719999999999997,0.44,-0.44,152.0,17.6,-17.6,6.04,2.64,-2.38,1183,463.56,571.74,-311.14,11.2,1,5186,102,-144,3.273,0.26899999999999996,-0.301,4.98,2.178,-1.959,288.87198,40.767059,11.4,Negative
4367,0,0,0,0,215.732414,0.005771,-0.005771,294.363,0.0109,-0.0109,0.4046,0.1079,-0.4046,1.915,0.425,-0.425,208.2,48.3,-48.3,1.26,0.55,-0.15,292,1.72,2.27,-0.49,7.3,1,5790,164,-135,4.479,0.083,-0.284,0.856,0.379,-0.09699999999999999,290.43491,40.777241,13.372,Negative
4370,0,0,0,0,8.0906952,0.0001305,-0.0001305,136.7844,0.0114,-0.0114,0.151,0.313,-0.151,2.648,0.348,-0.348,82.4,12.1,-12.1,0.8,0.09,-0.05,811,102.43,29.58,-17.69,8.1,1,5374,75,-85,4.495,0.049,-0.091,0.902,0.094,-0.055,297.42578,41.932990999999994,14.440999999999999,Negative
4382,0,0,0,0,493.74242000000004,0.01035,-0.01035,149.1145,0.0122,-0.0122,0.2377,0.23600000000000002,-0.2376,5.685,0.581,-0.581,506.1,45.2,-45.2,7.15,4.37,-1.55,358,3.9,7.2,-1.72,12.4,1,5015,116,-115,3.429,0.203,-0.344,3.2430000000000003,1.984,-0.705,285.34328999999997,39.413849,12.517999999999999,Negative
4386,0,0,0,0,1.049468616,9.09e-06,-9.09e-06,132.26871,0.008020000000000001,-0.008020000000000001,0.731,0.218,-0.48,4.848,0.31,-0.31,22.0,1.3,-1.3,0.84,0.26,-0.17,2808,14709.49,13891.01,-6928.72,22.8,1,7479,235,-314,4.162,0.128,-0.192,1.6669999999999998,0.518,-0.34600000000000003,298.91757,40.716961,12.519,Negative
4397,0,0,0,0,22.2903562,0.0002366,-0.0002366,152.37929,0.00818,-0.00818,0.027999999999999997,0.423,-0.027999999999999997,1.6230000000000002,0.287,-0.287,130.4,19.8,-19.8,1.13,0.16,-0.1,632,37.67,14.05,-7.79,8.1,1,5597,75,-84,4.418,0.085,-0.114,1.0,0.141,-0.08199999999999999,286.52942,42.167511,13.993,Positive
4400,0,0,0,0,55.180772,0.001662,-0.001662,147.7141,0.0256,-0.0256,0.306,0.14300000000000002,-0.306,9.791,0.555,-0.555,474.6,43.4,-43.4,2.37,0.74,-0.29,531,18.79,17.24,-6.63,11.5,1,6306,174,-261,4.426,0.065,-0.20800000000000002,1.0759999999999998,0.335,-0.134,293.22017999999997,37.610699,15.550999999999998,Negative
4408,0,0,0,0,385.29212,0.01484,-0.01484,440.5319,0.0237,-0.0237,0.0118,0.4231,-0.0116,19.417,0.611,-0.611,218.5,17.5,-17.5,1.57,0.52,-0.23,290,1.68,1.62,-0.6,15.1,1,6440,171,-194,4.355,0.126,-0.23600000000000002,1.053,0.34700000000000003,-0.156,296.4227,39.579390999999994,13.085999999999999,Negative
4426,0,0,0,0,180.4118581,0.0007335,-0.0007335,142.86513,0.0034700000000000004,-0.0034700000000000004,0.953,6.096,-0.059000000000000004,3.29,0.11800000000000001,-0.11800000000000001,4268.0,158.0,-158.0,8.86,2.6,-0.86,329,2.77,2.47,-0.84,33.2,1,6032,189,-232,4.485,0.05,-0.2,0.973,0.285,-0.095,293.16476,39.631561,15.655999999999999,Positive
4441,0,0,0,0,581.7290059999999,0.009361,-0.009361,341.09187000000003,0.00935,-0.00935,0.2236,0.2434,-0.2235,6.647,0.41,-0.41,186.7,20.9,-20.9,2.74,1.38,-1.24,308,2.12,3.38,-1.56,8.6,1,5765,202,-173,3.8369999999999997,0.45799999999999996,-0.264,2.005,1.008,-0.907,293.31863,38.005466,12.362,Negative
4443,0,0,0,0,56.00178199999999,0.0006042,-0.0006042,144.09684,0.008490000000000001,-0.008490000000000001,0.5045,0.0243,-0.4541,1.706,0.304,-0.304,125.2,21.3,-21.3,1.54,0.7,-0.36,584,27.51,37.53,-13.11,7.2,1,6116,165,-177,4.178,0.22399999999999998,-0.23800000000000002,1.3319999999999999,0.61,-0.31,289.09619,39.827278,13.228,Negative
4444,0,0,0,0,69.932459,0.001099,-0.001099,145.91179,0.009340000000000001,-0.009340000000000001,0.0356,0.4247,-0.0355,2.03,0.396,-0.396,264.4,45.6,-45.6,8.25,0.63,-1.95,812,102.62,32.94,-52.84,8.4,1,5207,174,-233,3.298,0.032,-0.028999999999999998,5.183,0.395,-1.227,293.05536,39.840069,13.809000000000001,Negative
4449,0,0,0,0,18.9828305,0.0003926,-0.0003926,139.257,0.0155,-0.0155,0.021,0.436,-0.021,6.303,0.43200000000000005,-0.43200000000000005,49.1,6.1,-6.1,0.72,0.11,-0.05,707,59.15,24.08,-10.29,9.6,1,5962,71,-88,4.4430000000000005,0.04,-0.12,1.035,0.16399999999999998,-0.066,285.68912,41.189609999999995,13.048,Negative
4452,0,0,0,0,215.634356,0.009791,-0.009791,230.7211,0.0404,-0.0404,0.002,0.456,-0.002,15.097000000000001,0.922,-0.922,148.0,13.9,-13.9,1.92,0.47,-0.71,404,6.28,4.95,-4.13,12.3,1,6163,219,-219,4.06,0.35,-0.15,1.568,0.38799999999999996,-0.5820000000000001,298.95654,42.156315,13.793,Negative
4453,0,0,0,0,30.928897999999997,0.0003253,-0.0003253,153.90646999999998,0.00782,-0.00782,0.7846,0.1712,-0.5434,3.4360000000000004,0.289,-0.289,203.3,26.1,-26.1,8.1,0.74,-1.71,1051,288.95,82.49,-129.97,8.5,1,5029,97,-151,3.237,0.03,-0.03,5.127000000000001,0.46799999999999997,-1.085,283.97292999999996,42.276588000000004,13.907,Negative
4456,0,0,0,0,59.4037839,0.0008493,-0.0008493,159.80356,0.009940000000000001,-0.009940000000000001,0.94,0.016,-0.6609999999999999,10.041,0.276,-0.276,123.5,8.2,-8.2,1.65,0.44,-0.37,570,24.93,19.91,-11.98,17.0,1,6373,179,-247,4.256,0.204,-0.16699999999999998,1.209,0.325,-0.266,287.04688,38.231617,11.679,Positive
4460,0,0,0,0,651.07431,0.01577,-0.01577,216.3882,0.0224,-0.0224,0.0343,0.4067,-0.0341,5.603,0.625,-0.625,153.7,26.2,-26.2,1.55,0.59,-0.35,234,0.71,0.81,-0.32,7.1,1,5696,156,-148,4.218,0.207,-0.21899999999999997,1.261,0.48200000000000004,-0.28,297.50919,39.888020000000004,12.524000000000001,Negative
4463,0,0,0,0,271.79029199999997,0.002987,-0.002987,195.52243,0.0099,-0.0099,0.0142,0.4466,-0.013999999999999999,2.944,0.365,-0.365,318.4,45.7,-45.7,2.38,1.32,-0.45,354,3.72,6.24,-1.58,8.1,1,6484,167,-223,4.258,0.136,-0.305,1.32,0.7340000000000001,-0.247,291.10825,39.955681,13.887,Negative
4464,0,0,0,0,3.5645248999999994,5.5799999999999994e-05,-5.5799999999999994e-05,134.4518,0.0128,-0.0128,0.188,0.28600000000000003,-0.188,2.062,0.44299999999999995,-0.44299999999999995,53.9,7.8,-7.8,0.6,0.06,-0.02,1029,265.37,81.29,-32.98,8.0,1,5435,73,-89,4.578,0.011000000000000001,-0.10400000000000001,0.8240000000000001,0.09300000000000001,-0.027000000000000003,287.00836,41.289101,12.936,Negative
4469,0,0,0,0,377.311149,0.0072959999999999995,-0.0072959999999999995,411.6189,0.0139,-0.0139,0.3818,0.0611,-0.3818,3.33,0.467,-0.467,804.0,140.0,-140.0,2.56,1.08,-0.21,243,0.83,1.06,-0.21,8.3,1,5897,169,-179,4.531000000000001,0.031,-0.303,0.8909999999999999,0.37799999999999995,-0.071,293.46365,41.290939,15.495,Negative
4471,0,0,0,0,15.18575582,4.29e-05,-4.29e-05,144.63985,0.00214,-0.00214,0.474,0.225,-0.35200000000000004,0.633,0.10099999999999999,-0.10099999999999999,256.7,28.8,-28.8,2.26,0.66,-0.49,922,170.46,143.2,-77.23,11.8,1,6311,150,-188,4.207,0.214,-0.175,1.339,0.39399999999999996,-0.287,282.29132000000004,42.545509,12.493,Positive
4476,0,0,0,0,26.092284,0.00045700000000000005,-0.00045700000000000005,149.1087,0.0136,-0.0136,0.068,0.374,-0.068,6.622999999999999,0.368,-0.368,122.4,11.6,-11.6,1.35,0.2,-0.09,717,62.57,24.83,-10.28,12.2,1,6346,76,-82,4.362,0.035,-0.105,1.214,0.187,-0.075,290.9241,38.438339,13.98,Positive
4482,0,0,0,0,100.345648,0.001295,-0.001295,152.8425,0.0118,-0.0118,0.54,0.003,-0.47700000000000004,7.939,0.308,-0.308,372.3,28.0,-28.0,1.57,0.11,-0.08,325,2.62,0.61,-0.45,15.2,1,5180,103,-103,4.548,0.040999999999999995,-0.054000000000000006,0.8,0.054000000000000006,-0.043,288.34174,40.09639,14.855,Positive
4485,0,0,0,0,1.534679933,1.61e-06,-1.61e-06,132.33116299999998,0.0008849999999999999,-0.0008849999999999999,0.10800000000000001,0.318,-0.10800000000000001,1.7237,0.0293,-0.0293,456.6,8.3,-8.3,18.39,4.53,-6.79,3570,38505.56,23492.53,-24441.88,64.6,1,4965,45,-105,2.863,0.195,-0.105,8.834,2.175,-3.262,298.38043,41.296391,12.224,Negative
4488,0,0,0,0,354.21154,0.0108,-0.0108,218.299,0.0216,-0.0216,0.2007,0.2508,-0.2007,18.594,0.65,-0.65,821.3,43.3,-43.3,8.41,4.56,-1.97,363,4.12,6.59,-1.9,22.0,1,4842,111,-103,3.562,0.184,-0.34600000000000003,3.035,1.6440000000000001,-0.711,284.3486,41.319389,13.682,Negative
4489,0,0,0,0,171.02869099999998,0.0044280000000000005,-0.0044280000000000005,301.7487,0.0224,-0.0224,0.26,0.203,-0.26,11.784,0.6409999999999999,-0.6409999999999999,394.2,34.9,-34.9,2.49,0.42,-0.21,376,4.72,2.03,-0.97,13.1,1,6123,73,-85,4.332,0.051,-0.11900000000000001,1.252,0.21,-0.105,285.17562999999996,41.342499,14.892000000000001,Positive
4490,0,0,0,0,624.90338,0.01789,-0.01789,241.5869,0.0199,-0.0199,0.0703,0.3814,-0.0702,12.169,0.7070000000000001,-0.7070000000000001,249.0,24.7,-24.7,2.77,1.9,-0.5,320,2.48,5.49,-1.11,10.6,1,7089,213,-337,4.148,0.11,-0.391,1.729,1.193,-0.31,294.86413999999996,38.480183000000004,13.62,Negative
4491,0,0,0,0,25.5338535,0.0004043,-0.0004043,153.586,0.0139,-0.0139,0.1577,0.4801,-0.1576,2.076,0.562,-0.562,368.0,124.0,-124.0,1.18,0.1,-0.11,410,6.66,2.2,-1.83,8.3,1,4445,134,-131,4.63,0.052000000000000005,-0.031,0.635,0.055,-0.061,285.5293,38.548140999999994,15.573,Negative
4492,0,0,0,0,339.18998,0.01434,-0.01434,300.2366,0.028999999999999998,-0.028999999999999998,0.2222,0.2486,-0.2221,5.117,0.597,-0.597,822.0,124.0,-124.0,2.75,1.09,-0.38,253,0.96,1.2,-0.32,7.6,1,5544,192,-159,4.402,0.12,-0.256,0.966,0.385,-0.133,286.59076,38.5583,15.277999999999999,Negative
4497,0,0,0,0,436.18813,0.0255,-0.0255,185.8184,0.0492,-0.0492,0.0998,0.3626,-0.0997,11.35,1.4,-1.4,118.0,16.5,-16.5,1.64,0.7,-0.45,331,2.84,3.55,-1.53,8.7,1,6499,174,-204,4.084,0.261,-0.231,1.4969999999999999,0.635,-0.414,289.35559,40.068352000000004,13.026,Negative
4500,0,0,0,0,169.33066599999998,0.002482,-0.002482,208.7974,0.008440000000000001,-0.008440000000000001,0.5518,0.4117,-0.3398,2.6,0.326,-0.326,532.7,66.1,-66.1,16.68,1.17,-4.28,698,56.11,12.84,-28.72,9.7,1,5106,90,-155,3.0060000000000002,0.033,-0.027999999999999997,7.0520000000000005,0.49700000000000005,-1.811,296.01852,40.087151,13.743,Negative
4504,0,0,0,0,546.53309,0.042480000000000004,-0.042480000000000004,334.0585,0.0297,-0.0297,0.6074,0.321,-0.3998,16.04,1.9,-1.9,758.0,81.1,-81.1,1.03,0.17,-0.15,94,0.02,0.01,-0.01,12.3,1,3434,72,-73,4.8919999999999995,0.06,-0.08,0.36,0.06,-0.05,289.81567,41.396439,15.347000000000001,Negative
4506,0,0,0,0,330.738115,0.008043999999999999,-0.008043999999999999,422.7107,0.0127,-0.0127,0.154,0.2933,-0.154,4.998,0.447,-0.447,333.3,35.5,-35.5,4.42,2.08,-2.36,375,4.7,6.84,-3.81,8.7,1,5458,176,-191,3.755,0.539,-0.276,2.4530000000000003,1.1540000000000001,-1.308,292.16544,41.329342,13.380999999999998,Negative
4507,0,0,0,0,78.876125,0.002088,-0.002088,205.1282,0.021,-0.021,0.2209,0.2549,-0.2209,4.912,0.391,-0.391,472.3,66.2,-66.2,2.03,0.84,-0.19,427,7.86,9.78,-2.23,8.1,1,6046,177,-213,4.5089999999999995,0.040999999999999995,-0.301,0.927,0.384,-0.084,292.74023,41.37896,15.819,Negative
4509,0,0,0,0,12.5748872,0.0002383,-0.0002383,143.1278,0.0134,-0.0134,0.035,0.43200000000000005,-0.035,3.549,0.36200000000000004,-0.36200000000000004,731.0,103.0,-103.0,1.03,0.11,-0.12,349,3.49,1.04,-0.96,7.8,1,3552,57,-71,4.867,0.045,-0.04,0.387,0.04,-0.044000000000000004,290.72061,38.697578,14.94,Negative
4510,0,0,0,0,484.17200499999996,0.008306000000000001,-0.008306000000000001,545.2208,0.0103,-0.0103,0.3737,0.0926,-0.3734,4.566,0.49,-0.49,518.2,55.6,-55.6,2.38,1.1,-0.23,235,0.72,1.01,-0.21,11.3,1,5858,168,-218,4.456,0.049,-0.311,1.04,0.483,-0.10099999999999999,290.96146,38.673439,13.880999999999998,Negative
4521,0,0,0,0,380.39474,0.02229,-0.02229,502.2332,0.0222,-0.0222,0.1094,0.3546,-0.1091,10.775,0.955,-0.955,603.0,68.5,-68.5,1.84,0.8,-0.12,224,0.6,0.79,-0.13,8.6,1,5772,180,-146,4.6080000000000005,0.027000000000000003,-0.272,0.745,0.325,-0.047,289.20016,41.430752000000005,15.325999999999999,Negative
4527,0,0,0,0,33.3726538,0.0005484,-0.0005484,153.5967,0.0152,-0.0152,0.038,0.42700000000000005,-0.038,3.6630000000000003,0.41600000000000004,-0.41600000000000004,618.4,73.2,-73.2,1.95,0.43,-0.15,491,13.7,9.31,-3.42,10.1,1,5504,166,-166,4.583,0.036000000000000004,-0.14400000000000002,0.7959999999999999,0.17600000000000002,-0.063,296.01883,40.108009,15.985999999999999,Negative
4528,0,0,0,0,143.16369699999998,0.0024,-0.0024,243.7133,0.0117,-0.0117,0.9527,0.0007,-0.6851,4.854,0.43,-0.43,390.3,33.8,-33.8,20.03,0.88,-5.29,741,71.41,12.97,-39.85,12.9,1,5145,106,-254,3.05,0.03,-0.031,7.653,0.33399999999999996,-2.023,297.78833,40.130909,12.644,Negative
4537,0,0,0,0,179.25465,0.022869999999999998,-0.022869999999999998,154.3773,0.0953,-0.0953,0.1755,0.2656,-0.1753,22.35,3.2,-3.2,272.4,33.9,-33.9,1.35,0.63,-0.15,301,1.94,2.8,-0.55,9.9,1,5692,181,-148,4.496,0.08199999999999999,-0.29100000000000004,0.82,0.38299999999999995,-0.09,289.82709,41.524811,15.142000000000001,Negative
4540,0,0,0,0,103.363691,0.00227,-0.00227,194.15200000000002,0.0187,-0.0187,0.5904,0.0366,-0.4683,6.0120000000000005,0.8540000000000001,-0.8540000000000001,359.1,43.7,-43.7,2.0,0.95,-0.18,385,5.19,7.35,-1.42,9.4,1,5762,155,-186,4.461,0.048,-0.317,1.022,0.484,-0.092,292.5578,38.8503,14.505,Negative
4546,0,0,0,0,0.66882716,2.3899999999999998e-05,-2.3899999999999998e-05,131.8692,0.0208,-0.0208,0.514,0.115,-0.514,1.069,0.32299999999999995,-0.32299999999999995,68.2,16.4,-16.4,124.42,11.14,-63.17,13184,7165673.12,1752194.13,-5600031.33,6.2,1,3711,44,-95,0.652,0.195,-0.078,150.091,13.447000000000001,-76.199,299.32156000000003,40.265339000000004,11.597999999999999,Negative
4549,0,0,0,0,19.4534296,0.0003821,-0.0003821,139.3373,0.0188,-0.0188,0.046,0.39799999999999996,-0.046,4.873,0.51,-0.51,149.0,17.8,-17.8,1.25,0.38,-0.17,744,72.59,65.57,-25.64,9.8,1,6372,176,-242,4.453,0.054000000000000006,-0.21600000000000003,1.015,0.311,-0.133,291.50588999999997,41.550388,14.517999999999999,Negative
4554,0,0,0,0,44.7055876,0.0007543999999999999,-0.0007543999999999999,149.6448,0.0142,-0.0142,1.692,71.26,-5.207999999999999,6.2620000000000005,0.664,-0.664,471.8,46.5,-46.5,72.59,21.83,-7.27,509,15.83,14.27,-4.6,12.0,2,5942,176,-193,4.506,0.039,-0.20800000000000002,0.938,0.282,-0.094,289.84286000000003,38.309601,15.253,Negative
4555,0,0,0,0,14.516815099999999,0.0002299,-0.0002299,137.5579,0.0132,-0.0132,0.607,0.031,-0.48200000000000004,5.796,0.456,-0.456,86.0,8.7,-8.7,1.82,0.42,-0.78,1030,265.78,188.13,-189.4,11.7,1,5934,178,-178,3.945,0.44,-0.11,1.885,0.43700000000000006,-0.8109999999999999,294.36734,38.846889000000004,13.698,Negative
4558,0,0,0,0,43.9311596,1.53e-05,-1.53e-05,134.214029,0.000292,-0.000292,0.855,0.001,-0.001,12.9395,0.0178,-0.0178,9304.4,11.5,-11.5,58.37,9.23,-17.14,902,156.74,62.0,-85.16,1070.3,1,4888,49,-107,3.2569999999999997,0.188,-0.10099999999999999,5.132000000000001,0.8109999999999999,-1.507,289.61139,40.335838,12.776,Negative
4576,0,0,0,0,0.523632451,3.62e-06,-3.62e-06,131.76512,0.00609,-0.00609,0.738,0.24100000000000002,-0.502,1.99,0.255,-0.255,8.1,0.8,-0.8,1.08,0.28,-0.52,5313,188657.97,145444.98,-146489.98,13.9,1,8277,228,-358,3.693,0.435,-0.145,3.5180000000000002,0.9159999999999999,-1.7009999999999998,291.06427,38.970661,10.061,Negative
4580,0,0,0,0,198.895864,0.002938,-0.002938,225.4944,0.00911,-0.00911,0.0543,0.3936,-0.0541,4.1930000000000005,0.326,-0.326,1779.0,182.0,-182.0,3.33,1.08,-0.35,264,1.14,1.17,-0.33,13.0,1,5184,185,-147,4.502,0.079,-0.391,0.8079999999999999,0.264,-0.085,284.54691,40.468529,15.805,Positive
4588,0,0,0,0,371.50631,0.01167,-0.01167,260.1243,0.0196,-0.0196,0.0156,0.4519,-0.0155,8.854,0.8,-0.8,992.0,108.0,-108.0,2.88,1.17,-0.26,242,0.8,0.99,-0.2,14.1,1,5696,166,-162,4.4910000000000005,0.049,-0.28300000000000003,0.924,0.376,-0.08199999999999999,290.39795,41.75079,15.392000000000001,Negative
4601,0,0,0,0,426.942225,0.007556,-0.007556,485.38170999999994,0.008190000000000001,-0.008190000000000001,0.2981,0.1556,-0.2981,3.965,0.423,-0.423,1209.0,152.0,-152.0,2.32,0.33,-0.18,187,0.29,0.14,-0.07,11.8,1,5126,152,-139,4.623,0.042,-0.071,0.669,0.09699999999999999,-0.052000000000000005,288.78986000000003,45.727459,15.218,Negative
4602,0,0,0,0,83.499618,0.004992,-0.004992,163.5093,0.0518,-0.0518,0.341,0.12300000000000001,-0.341,16.03,1.4,-1.4,501.0,37.4,-37.4,1.72,0.19,-0.2,343,3.29,1.45,-1.05,16.1,1,5141,196,-179,4.526,0.08199999999999999,-0.075,0.773,0.08800000000000001,-0.08800000000000001,292.64258,45.732341999999996,15.725999999999999,Negative
